,marca,nombre,version,link_contacto,nombre_contacto,ubicacion,segmento,ano,combustible,kilometraje,precio,permuta_por_menor,permuta_por_mayor,ultima_actualizacion,provincia,visitas,equipamiento,comentarios_vendedor,day,Volante regulable,Faros regulables desde el interior,Sistema de frenado automático,Caja automática,Butacas calefaccionadas,GPS,Espejo central antideslumbrante,Frenos ABS,No Especificado,Butacas de cuero,Motor Turbo,Anclaje de asientos infantiles (Isofix),Dirección asistida,Comandos en el volante / satelital,Sensor de luz,Llantas de Aleación,Computadora de abordo,Frenos de disco en las cuatro ruedas,Control de estabilidad (ESP),Airbags,Sensor de estacionamiento,Volante de cuero,Sensor de lluvia,Entrada USB / Auxiliar,Espejos exteriores retractiles eléctricos,Sistema de alerta de ángulo muerto,Faros direccionales,Rueda de auxilio de igual medida,Espejos eléctricos,Traba para niños,Reproduce CD / DVD,Aire acondicionado,Alarma,Control de velocidad crucero,Cierre centralizado,Camara de estacionamiento trasera,Sistema de sonido de alto rendimiento,Techo panoramico o corredizo,Vidrios eléctricos,Asistente de arranque en pendientes,Doble tracción / 4x4,Control de tracción,Butacas eléctricas,Cierre de puertas y encendido sin llave,Control de presion de neumáticos,Climatizador automático,Limpia/lava faros,Bluetooth,Faros antiniebla,Faros de Xenon,Estacionamiento automático
83,Chevrolet,Chevrolet Prisma, LT 1.4 MT (L17),,Boston Automotores,"Buenos Aires, General Pueyrredón",Autos Usados,2020,Nafta,27000 Km,$ 2.980.000,SI,SI,Ayer,Buenos Aires,48,"Aire acondicionado, Dirección asistida, Cierre centralizado, Vidrios eléctricos, Volante regulable, Alarma, Frenos ABS, Airbags, Entrada USB / Auxiliar, Bluetooth",Ninguno,2022-06-11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
84,Chevrolet,Chevrolet Prisma, LT 1.4 MT 98cv (L13),,Fabian,"Córdoba, Capital",Autos Usados,2015,Nafta,100000 Km,$ 1.800.000,NO,NO,Hace 7 días,Córdoba,90,No Especificado,Única mano. Kit distribución y bomba de agua nueva.,2022-06-11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Chevrolet,Chevrolet Onix, JOY 1.4 LS 98cv (L17),,Adolfo,"Mendoza, Godoy Cruz",Autos Usados,2017,Nafta,88000 Km,$ 2.190.000,SI,NO,Hace 6 días,Mendoza,111,"Aire acondicionado, Dirección asistida, Frenos ABS, Airbags, Entrada USB / Auxiliar, Bluetooth",Impecable. Unica mano. Service al dia.,2022-06-11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
86,Chevrolet,Chevrolet Spin, LTZ 1.8 5AS Activ 105cv,,Claudia,"Buenos Aires, Pilar",Autos Usados,2016,GNC,120000 Km,$ 2.500.000,NO,NO,Hace 7 días,Buenos Aires,57,"Aire acondicionado, Dirección asistida, Cierre centralizado, Vidrios eléctricos, Volante regulable, Volante de cuero, Computadora de abordo, Control de velocidad crucero, Espejos eléctricos, Espejo central antideslumbrante, Faros antiniebla, Faros regulables desde el interior, Faros direccionales, Sensor de estacionamiento, Alarma, Frenos ABS, Frenos de disco en las cuatro ruedas, Airbags, Control de tracción, Control de estabilidad (ESP), Traba para niños, Anclaje de asientos infantiles (Isofix), Rueda de auxilio de igual medida, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth","5 asientos con equipo GNC TOMASETTO. Bluetooth, pantalla digital, cierre centralizado, levantavidrios electrico delanteros.",2022-06-11,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
87,Chevrolet,Chevrolet Tracker, LT 1.8 4x2,http://brionesautomotores.com.ar/,BRIONES Automotores ,"Mendoza, Guaymallén",Autos Usados,2013,Nafta,96000 Km,$ 3.350.000,SI,SI,Ayer,Mendoza,87,No Especificado,"*BRIONES AUTOMOTORES*Somos una agencia de automotores con una larga trayectoria. Brindamos seguridad, garantía y confianza.Contamos con una amplia variedad de vehículos usados seminuevos en excelentes condiciones, seleccionados detalladamente para brindarles a nuestros clientes mercadería exclusiva con el fin de que su compra sea totalmente satisfactoria.Te ofrecemos todas las posibilidades para que puedas acceder a tu seminuevo:- Financiación al 50% sólo con DNI- Recibimos permutas- Recibimos cheques- Recibimos dólaresTe esperamos por nuestra agencia para asesorarte con la mejor atención!",2022-06-11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Chevrolet,Chevrolet Tracker, LTZ 1.8 4x2 Midnigth,,Catrina Besso Automotores,"Córdoba, Capital",Autos Usados,2016,Nafta,61000 Km,$ 3.300.000,SI,SI,Hace 5 días,Córdoba,25,"Aire acondicionado, Dirección asistida, Cierre centralizado, Vidrios eléctricos, Volante regulable, Volante de cuero, Computadora de abordo, Control de velocidad crucero, Espejos eléctricos, Faros antiniebla, Faros regulables desde el interior, Sensor de lluvia, Llantas de Aleación, Alarma, Frenos ABS, Frenos de disco en las cuatro ruedas, Airbags, Control de tracción, Traba para niños, Anclaje de asientos infantiles (Isofix), Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth, Comandos en el volante / satelital",Ninguno,2022-06-11,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
89,Chevrolet,Chevrolet Onix, LTZ 1.4 98cv,,Catrina Besso Automotores,"Córdoba, Capital",Autos Usados,2015,Nafta,122000 Km,$ 2.350.000,SI,SI,Hace 5 días,Córdoba,35,"Aire acondicionado, Dirección asistida, Cierre centralizado, Vidrios eléctricos, Volante regulable, Computadora de abordo, Espejos eléctricos, Faros antiniebla, Alarma, Frenos ABS, Airbags, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth",Ninguno,2022-06-11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
90,Chevrolet,Chevrolet Sonic, LTZ 1.6 AT 5ptas (L15),,Tutu Automotores,"Córdoba, Capital",Autos Usados,2016,Nafta,69000 Km,$ 2.420.000,SI,SI,Hace 10 días,Córdoba,29,No Especificado,Ninguno,2022-06-11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Chevrolet,Chevrolet Onix, LT 1.4 98cv,,Usados Seleccionados Chexa,"Córdoba, Capital",Autos Usados,2015,GNC,117000 Km,$ 2.150.000,SI,SI,Hace 8 días,Córdoba,29,"Aire acondicionado, Dirección asistida, Cierre centralizado, Volante regulable, Alarma, Frenos ABS, Airbags, Entrada USB / Auxiliar, Bluetooth",Ninguno,2022-06-11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,Chevrolet,Chevrolet Spin, LTZ 1.8 AT 5AS Activ 105cv,,Usados Seleccionados Chexa,"Córdoba, Capital",Autos Usados,2017,Nafta,48057 Km,$ 3.070.000,SI,SI,Hace 8 días,Córdoba,44,No Especificado,Ninguno,2022-06-11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Chevrolet,Chevrolet Spin, LTZ 1.8 5AS 105cv,,Usados Seleccionados Chexa,"Córdoba, Capital",Autos Usados,2016,Nafta,79558 Km,$ 2.630.000,SI,SI,Hace 8 días,Córdoba,32,"Aire acondicionado, Dirección asistida, Cierre centralizado, Vidrios eléctricos, Volante regulable, Computadora de abordo, Espejos eléctricos, Faros antiniebla, Sensor de estacionamiento, Llantas de Aleación, Alarma, Frenos ABS, Airbags, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth",Ninguno,2022-06-11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
94,Chevrolet,Chevrolet Tracker, LTZ 1.8 AT 4x4,,Usados Seleccionados Chexa,"Córdoba, Capital",Autos Usados,2017,Nafta,47791 Km,$ 3.790.000,SI,SI,Hace 8 días,Córdoba,37,"Aire acondicionado, Climatizador automático, Dirección asistida, Cierre centralizado, Cierre de puertas y encendido sin llave, Vidrios eléctricos, Volante regulable, Volante de cuero, Computadora de abordo, Control de velocidad crucero, Espejos eléctricos, Faros antiniebla, Faros regulables desde el interior, Caja automática, Doble tracción / 4x4, Sensor de lluvia, Sensor de luz, Llantas de Aleación, Alarma, Frenos ABS, Frenos de disco en las cuatro ruedas, Control de tracción, Control de estabilidad (ESP), Rueda de auxilio de igual medida, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth, Comandos en el volante / satelital",Ninguno,2022-06-11,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0
95,Chevrolet,Chevrolet Prisma, LTZ 1.4 MT (L17),,Usados Seleccionados Chexa,"Córdoba, Capital",Autos Usados,2019,Nafta,52731 Km,$ 2.700.000,SI,SI,Hace 8 días,Córdoba,49,No Especificado,Ninguno,2022-06-11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Chevrolet,Chevrolet Prisma, LTZ 1.4 MT 98cv (L13),,Usados Seleccionados Chexa,"Córdoba, Capital",Autos Usados,2015,Nafta,138252 Km,$ 2.050.000,SI,SI,Hace 8 días,Córdoba,29,"Aire acondicionado, Dirección asistida, Cierre centralizado, Vidrios eléctricos, Volante regulable, Computadora de abordo, Espejos eléctricos, Faros antiniebla, Sensor de estacionamiento, Llantas de Aleación, Alarma, Frenos ABS, Airbags, Traba para niños, Entrada USB / Auxiliar, Bluetooth",Ninguno,2022-06-11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
97,Chevrolet,Chevrolet Prisma, LTZ 1.4 MT 98cv (L13),,Usados Seleccionados Chexa,"Córdoba, Capital",Autos Usados,2016,Nafta,114089 Km,$ 2.200.000,SI,SI,Hace 8 días,Córdoba,33,"Aire acondicionado, Dirección asistida, Cierre centralizado, Vidrios eléctricos, Volante regulable, Computadora de abordo, Espejos eléctricos, Faros antiniebla, Sensor de estacionamiento, Llantas de Aleación, Alarma, Frenos ABS, Airbags, Traba para niños, Entrada USB / Auxiliar, Bluetooth",Ninguno,2022-06-11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
98,Chevrolet,Chevrolet Tracker, LTZ+ 1.8 AT 4x4 Premier (L17),,Usados Seleccionados Chexa,"Córdoba, Capital",Autos Usados,2018,Nafta,47741 Km,$ 4.395.000,SI,SI,Hace 8 días,Córdoba,28,No Especificado,Ninguno,2022-06-11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Chevrolet,Chevrolet Cruze, II LTZ 1.4T AT 5ptas 153cv,,Usados Seleccionados Chexa,"Córdoba, Capital",Autos Usados,2017,Nafta,138700 Km,$ 3.780.000,SI,SI,Hace 8 días,Córdoba,43,"Aire acondicionado, Climatizador automático, Dirección asistida, Cierre centralizado, Cierre de puertas y encendido sin llave, Vidrios eléctricos, Butacas de cuero, Volante regulable, Volante de cuero, Computadora de abordo, Control de velocidad crucero, Espejos eléctricos, Espejos exteriores retractiles eléctricos, Espejo central antideslumbrante, Faros antiniebla, Faros regulables desde el interior, Faros direccionales, Techo panoramico o corredizo, Caja automática, Motor Turbo, Sensor de estacionamiento, Camara de estacionamiento trasera, Sensor de lluvia, Sensor de luz, Llantas de Aleación, Alarma, Frenos ABS, Frenos de disco en las cuatro ruedas, Airbags, Control de tracción, Control de estabilidad (ESP), Sistema de frenado automático, Traba para niños, Anclaje de asientos infantiles (Isofix), Asistente de arranque en pendientes, Control de presion de neumáticos, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth, Comandos en el volante / satelital, Sistema de sonido de alto rendimiento, GPS",Ninguno,2022-06-11,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0
100,Chevrolet,Chevrolet Onix, JOY 1.4 LS 98cv (L17),,Usados Seleccionados Chexa,"Córdoba, Capital",Autos Usados,2019,GNC,111517 Km,$ 2.530.000,SI,SI,Hace 8 días,Córdoba,27,"Aire acondicionado, Dirección asistida, Frenos ABS, Airbags, Entrada USB / Auxiliar, Bluetooth",Ninguno,2022-06-11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
101,Chevrolet,Chevrolet Spin, LTZ 1.8 5AS 105cv,,Usados Seleccionados Chexa,"Córdoba, Capital",Autos Usados,2016,Nafta,123580 Km,$ 2.630.000,SI,SI,Hace 8 días,Córdoba,33,"Aire acondicionado, Dirección asistida, Cierre centralizado, Vidrios eléctricos, Volante regulable, Computadora de abordo, Espejos eléctricos, Faros antiniebla, Sensor de estacionamiento, Llantas de Aleación, Alarma, Frenos ABS, Airbags, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth",Ninguno,2022-06-11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
102,Chevrolet,Chevrolet Cobalt, LT 1.8 N 8V MT 105cv,,Carlos,"Mendoza, Godoy Cruz",Autos Usados,2014,Nafta,91000 Km,$ 1.650.000,NO,NO,Hace 10 días,Mendoza,32,"Aire acondicionado, Cierre centralizado, Vidrios eléctricos, Volante regulable, Espejo central antideslumbrante, Alarma, Frenos ABS, Airbags, Traba para niños, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth, Sistema de sonido de alto rendimiento",El auto es única mano se encuentra con las dos copias de llaves manual  de usuario Rto echa en muy buen estado tiene 91000km distribución  echa y cubiertas a un 80 porciento,2022-06-11,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
103,Chevrolet,Chevrolet Classic, LS 1.4 N 4ptas,,Mabel,"Mendoza, Godoy Cruz",Autos Usados,2013,Nafta,66600 Km,$ 1.300.000,NO,NO,Antes de Ayer,Mendoza,84,"Aire acondicionado, Dirección asistida, Alarma, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth",Dueña vende corsa Classic ls.1.4. naftero. Aire.dcion hidráulica. 66.600 km reales. Soy la segunda dueña. Impecable. $ 1.300.000. Documentación al día,2022-06-11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
104,Chevrolet,Chevrolet Cruze, II LTZ+ 1.4T AT 5ptas Plus 153cv,,Gian Franco,"Mendoza, Guaymallén",Autos Usados,2017,Nafta,72000 Km,$ 3.700.000,SI,NO,Hoy,Mendoza,406,"Climatizador automático, Dirección asistida, Cierre centralizado, Cierre de puertas y encendido sin llave, Vidrios eléctricos, Butacas de cuero, Butacas eléctricas, Volante regulable, Volante de cuero, Computadora de abordo, Control de velocidad crucero, Espejos eléctricos, Espejo central antideslumbrante, Faros antiniebla, Faros regulables desde el interior, Faros direccionales, Techo panoramico o corredizo, Caja automática, Motor Turbo, Sensor de estacionamiento, Camara de estacionamiento trasera, Estacionamiento automático, Sensor de lluvia, Sensor de luz, Llantas de Aleación, Alarma, Frenos ABS, Frenos de disco en las cuatro ruedas, Airbags, Control de tracción, Control de estabilidad (ESP), Traba para niños, Anclaje de asientos infantiles (Isofix), Sistema de alerta de ángulo muerto, Control de presion de neumáticos, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth, Comandos en el volante / satelital, Sistema de sonido de alto rendimiento, GPS","CUBIERTAS EN EXCENTE ESTADO, SERVIS OFICIALES AL DIA, TECNOLOGÍA ON STAR (ASISTENTE AL CONDUCTOR EN RUTA), ESTACIONAMIENTO AUTOMÁTICO DE MANERA PARALELA O PERPENDICULAR, WIFI, ECTTODOS LOS PAPELES AL DÍA LISTO PARA TRANSFERIR, CON MANUALES ORIGINALES Y LLAVE DUPLICADO ESTADO IMPECABLE!!! SU CONSULTA NO MOLESTA",2022-06-11,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1
105,Chevrolet,Chevrolet Cruze, II LT 1.4T 4ptas 153cv,https://www.automotoresmotul.com.ar/,Automotores Motul ,"Mendoza, Godoy Cruz",Autos Usados,2018,Nafta,80400 Km,$ 3.990.000,SI,SI,Ayer,Mendoza,229,"Aire acondicionado, Climatizador automático, Dirección asistida, Cierre centralizado, Vidrios eléctricos, Butacas de cuero, Volante regulable, Volante de cuero, Computadora de abordo, Control de velocidad crucero, Espejos eléctricos, Faros antiniebla, Faros regulables desde el interior, Motor Turbo, Sensor de estacionamiento, Camara de estacionamiento trasera, Llantas de Aleación, Alarma, Frenos ABS, Frenos de disco en las cuatro ruedas, Airbags, Control de tracción, Control de estabilidad (ESP), Traba para niños, Anclaje de asientos infantiles (Isofix), Control de presion de neumáticos, Entrada USB / Auxiliar, Bluetooth, Comandos en el volante / satelital, Sistema de sonido de alto rendimiento, GPS","***AUTOMOTORES MOTUL***Tenemos 9 años de presencia en el mercado automotriz, contamos con un stock de más de 150 vehículos distribuidos en 2 puntos de venta.Nuestro objetivo es ofrecerte una transparente y excelente experiencia de compra segura de principio a fin. Contamos con:• Financiación hasta el 50% sólo con DNI.• Asesores profesionales que sabrán interpretar su necesidad.• Gestoría Automotor integral.• Aseguramos tu auto con los mejores precios, coberturas y compañías.***Dejanos tu usado y llévate un seminuevo***Esperamos tu consulta o tu visita por nuestras agencias.",2022-06-11,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0
106,Chevrolet,Chevrolet Prisma, LS 1.4 MT JOY 98cv (L17),,Usados Seleccionados Chexa,"Córdoba, Capital",Autos Usados,2018,Nafta,39006 Km,$ 2.430.000,SI,SI,Hace 8 días,Córdoba,27,"Aire acondicionado, Dirección asistida, Volante regulable, Espejo central antideslumbrante, Frenos ABS, Airbags, Entrada USB / Auxiliar, Bluetooth",Ninguno,2022-06-11,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
107,Chevrolet,Chevrolet Tracker, LTZ+ 1.8 AT 4x4,,Usados Seleccionados Chexa,"Córdoba, Capital",Autos Usados,2017,Nafta,61609 Km,$ 4.990.000,SI,SI,Hace 8 días,Córdoba,22,"Aire acondicionado, Climatizador automático, Dirección asistida, Cierre centralizado, Cierre de puertas y encendido sin llave, Vidrios eléctricos, Butacas de cuero, Butacas eléctricas, Butacas calefaccionadas, Volante regulable, Volante de cuero, Computadora de abordo, Control de velocidad crucero, Espejos eléctricos, Faros antiniebla, Techo panoramico o corredizo, Caja automática, Doble tracción / 4x4, Sensor de estacionamiento, Camara de estacionamiento trasera, Sensor de lluvia, Sensor de luz, Limpia/lava faros, Alarma, Frenos ABS, Frenos de disco en las cuatro ruedas, Airbags, Control de tracción, Control de estabilidad (ESP), Sistema de frenado automático, Traba para niños, Rueda de auxilio de igual medida, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth, Comandos en el volante / satelital, Sistema de sonido de alto rendimiento, GPS",Ninguno,2022-06-11,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0
108,Chevrolet,Chevrolet Spin, LT 1.8 8V MT 5AS 105cv (L19),,Usados Seleccionados Chexa,"Córdoba, Capital",Autos Usados,2021,Nafta,50540 Km,$ 3.800.000,SI,SI,Hace 8 días,Córdoba,32,"Aire acondicionado, Dirección asistida, Cierre centralizado, Vidrios eléctricos, Volante regulable, Volante de cuero, Computadora de abordo, Limpia/lava faros, Alarma, Frenos ABS, Airbags, Rueda de auxilio de igual medida, Entrada USB / Auxiliar, Bluetooth, Sistema de sonido de alto rendimiento",Ninguno,2022-06-11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
109,Chevrolet,Chevrolet Cruze, II LTZ 1.4T 4ptas 153cv,,Usados Seleccionados Chexa,"Córdoba, Capital",Autos Usados,2017,Nafta,72581 Km,$ 3.395.000,SI,SI,Hace 8 días,Córdoba,30,No Especificado,Ninguno,2022-06-11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Chevrolet,Chevrolet Cruze, II LTZ 1.4T 4ptas 153cv,,Usados Seleccionados Chexa,"Córdoba, Capital",Autos Usados,2017,Nafta,110233 Km,$ 3.755.000,SI,SI,Hace 8 días,Córdoba,23,No Especificado,Ninguno,2022-06-11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Chevrolet,Chevrolet Prisma, LTZ 1.4 MT 98cv (L13),,Usados Seleccionados Chexa,"Córdoba, Capital",Autos Usados,2015,Nafta,116977 Km,$ 2.050.000,SI,SI,Hace 8 días,Córdoba,19,"Aire acondicionado, Dirección asistida, Cierre centralizado, Vidrios eléctricos, Volante regulable, Computadora de abordo, Espejos eléctricos, Faros antiniebla, Sensor de estacionamiento, Llantas de Aleación, Alarma, Frenos ABS, Airbags, Traba para niños, Entrada USB / Auxiliar, Bluetooth",Ninguno,2022-06-11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
112,Chevrolet,Chevrolet Spin, LTZ 1.8 7AS 105cv,,Usados Seleccionados Chexa,"Córdoba, Capital",Autos Usados,2018,GNC,108836 Km,$ 3.500.000,SI,SI,Hace 8 días,Córdoba,22,"Aire acondicionado, Dirección asistida, Cierre centralizado, Vidrios eléctricos, Volante regulable, Computadora de abordo, Espejos eléctricos, Espejos exteriores retractiles eléctricos, Faros antiniebla, Sensor de estacionamiento, Sensor de luz, Alarma, Frenos ABS, Airbags, Traba para niños, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth, Comandos en el volante / satelital",Ninguno,2022-06-11,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
113,Chevrolet,Chevrolet Cruze, II LTZ 1.4T AT 5ptas 153cv,,Usados Seleccionados Chexa,"Córdoba, Capital",Autos Usados,2017,Nafta,78000 Km,$ 3.880.000,SI,SI,Hace 8 días,Córdoba,28,"Aire acondicionado, Climatizador automático, Dirección asistida, Cierre centralizado, Cierre de puertas y encendido sin llave, Vidrios eléctricos, Butacas de cuero, Volante regulable, Volante de cuero, Computadora de abordo, Control de velocidad crucero, Espejos eléctricos, Espejos exteriores retractiles eléctricos, Espejo central antideslumbrante, Faros antiniebla, Faros regulables desde el interior, Faros direccionales, Techo panoramico o corredizo, Caja automática, Motor Turbo, Sensor de estacionamiento, Camara de estacionamiento trasera, Sensor de lluvia, Sensor de luz, Llantas de Aleación, Alarma, Frenos ABS, Frenos de disco en las cuatro ruedas, Airbags, Control de tracción, Control de estabilidad (ESP), Sistema de frenado automático, Traba para niños, Anclaje de asientos infantiles (Isofix), Asistente de arranque en pendientes, Control de presion de neumáticos, Reproduce CD / DVD, Entrada USB / Auxiliar, Bluetooth, Comandos en el volante / satelital, Sistema de sonido de alto rendimiento, GPS",Ninguno,2022-06-11,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0
114,Chevrolet,Chevrolet Prisma, LTZ 1.4 MT (L17),,Usados Seleccionados Chexa,"Córdoba, Capital",Autos Usados,2017,Nafta,67283 Km,$ 2.425.000,SI,SI,Hace 8 días,Córdoba,44,"Aire acondicionado, Dirección asistida, Cierre centralizado, Vidrios eléctricos, Volante regulable, Computadora de abordo, Espejos eléctricos, Faros antiniebla, Sensor de estacionamiento, Llantas de Aleación, Alarma, Frenos ABS, Airbags, Traba para niños, Entrada USB / Auxiliar, Bluetooth",Ninguno,2022-06-11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
115,Chevrolet,Chevrolet Cruze, II LTZ 1.4T 4ptas 153cv,,Usados Seleccionados Chexa,"Córdoba, Capital",Autos Usados,2018,Nafta,91406 Km,$ 3.945.000,SI,SI,Hace 8 días,Córdoba,32,No Especificado,Ninguno,2022-06-11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
